task_1	task_2	acc	recall	precision	f1
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5433333333333333	0.9933333333333333	0.5228070175438596	0.6850574712643678
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.65625	1.0	0.6451612903225806	0.7843137254901961
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.65875	0.99	0.6487549148099607	0.7838479809976248
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.54	0.9966666666666667	0.5209059233449478	0.6842105263157895
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5583333333333333	0.9966666666666667	0.5310834813499112	0.6929316338354577
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.545	0.9966666666666667	0.5236427320490368	0.6865671641791045
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__42	0.881	0.924	0.850828729281768	0.8859060402684564
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__42	0.909	0.924	0.8970873786407767	0.9103448275862068
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__1__42	0.881	0.924	0.850828729281768	0.8859060402684564
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__1__42	0.909	0.924	0.8970873786407767	0.9103448275862068
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__2__42	0.881	0.924	0.850828729281768	0.8859060402684564
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__2__42	0.909	0.924	0.8970873786407767	0.9103448275862068
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__3__42	0.881	0.924	0.850828729281768	0.8859060402684564
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__3__42	0.909	0.924	0.8970873786407767	0.9103448275862068
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__0	0.894	0.94	0.8608058608058609	0.8986615678776291
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__0	0.914	0.94	0.8935361216730038	0.9161793372319688
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__1	0.849	0.884	0.8261682242990654	0.8541062801932366
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__1	0.858	0.884	0.8403041825095057	0.8615984405458089
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__2	0.871	0.9	0.8506616257088847	0.8746355685131195
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__2	0.889	0.9	0.8806262230919765	0.8902077151335311
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__3	0.877	0.926	0.843351548269581	0.8827454718779789
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__3	0.916	0.926	0.907843137254902	0.9168316831683169
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__4	0.871	0.928	0.8330341113105925	0.8779564806054873
HIGH_VS_LOOSER__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__4	0.9	0.928	0.8787878787878788	0.9027237354085603
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.9525	0.924	1.0	0.9604989604989606
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.9616666666666667	0.9233333333333333	1.0	0.9601386481802426
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.9525	0.924	1.0	0.9604989604989606
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.9616666666666667	0.9233333333333333	1.0	0.9601386481802426
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__0	0.9625	0.94	1.0	0.9690721649484536
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.9275	0.884	1.0	0.9384288747346072
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9533333333333334	0.9066666666666666	1.0	0.9510489510489509
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.9616666666666667	0.9233333333333333	1.0	0.9601386481802426
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9616666666666667	0.9233333333333333	1.0	0.9601386481802426
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.6016666666666667	0.9233333333333333	0.5618661257606491	0.6986128625472888
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.6016666666666667	0.9233333333333333	0.5618661257606491	0.6986128625472888
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.6825	0.924	0.6814159292035398	0.7843803056027164
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.6016666666666667	0.9233333333333333	0.5618661257606491	0.6986128625472888
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.68875	0.94	0.6821480406386067	0.7905803195962995
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.66625	0.884	0.6789554531490015	0.7680278019113814
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5566666666666666	0.9066666666666666	0.5333333333333333	0.671604938271605
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5983333333333334	0.9233333333333333	0.5595959595959596	0.6968553459119498
HIGH_VS_LOOSER__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.6016666666666667	0.9233333333333333	0.5618661257606491	0.6986128625472888
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__42	0.985	0.998	0.9727095516569201	0.985192497532083
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__42	0.69	0.998	0.6175742574257426	0.7629969418960244
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__1__42	0.985	0.998	0.9727095516569201	0.985192497532083
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__1__42	0.69	0.998	0.6175742574257426	0.7629969418960244
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__2__42	0.985	0.998	0.9727095516569201	0.985192497532083
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__2__42	0.69	0.998	0.6175742574257426	0.7629969418960244
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__3__42	0.985	0.998	0.9727095516569201	0.985192497532083
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__3__42	0.69	0.998	0.6175742574257426	0.7629969418960244
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__0	0.986	0.998	0.974609375	0.9861660079051383
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__0	0.677	0.998	0.607795371498173	0.7554882664647994
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__1	0.989	0.998	0.9803536345776032	0.9890981169474727
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__1	0.678	0.998	0.6085365853658536	0.756060606060606
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__2	0.982	0.988	0.9762845849802372	0.9821073558648111
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__2	0.671	0.988	0.6046511627906976	0.7501898253606681
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__3	0.987	0.998	0.9765166340508806	0.9871414441147378
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__3	0.685	0.998	0.6137761377613776	0.7600913937547601
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__4	0.985	1.0	0.970873786407767	0.9852216748768473
HIGH_VS_95LOW__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__4	0.69	1.0	0.6172839506172839	0.7633587786259541
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.99875	0.998	1.0	0.998998998998999
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.99875	0.998	1.0	0.998998998998999
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__0	0.99875	0.998	1.0	0.998998998998999
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.99875	0.998	1.0	0.998998998998999
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.995	0.99	1.0	0.9949748743718593
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__4	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5566666666666666	0.9966666666666667	0.5301418439716312	0.6921296296296298
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5566666666666666	0.9966666666666667	0.5301418439716312	0.6921296296296298
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.6675	0.998	0.6531413612565445	0.7895569620253164
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5566666666666666	0.9966666666666667	0.5301418439716312	0.6921296296296298
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.66125	0.998	0.6488946684005201	0.7864460204885737
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.66625	0.998	0.6522875816993464	0.7889328063241107
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5416666666666666	0.99	0.5219683655536028	0.6835443037974683
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5566666666666666	0.9966666666666667	0.5301418439716312	0.6921296296296298
HIGH_VS_95LOW__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5583333333333333	1.0	0.5309734513274337	0.6936416184971099
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__42	0.894	0.926	0.8703007518796992	0.8972868217054263
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__42	0.908	0.926	0.8938223938223938	0.9096267190569746
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__1__42	0.894	0.926	0.8703007518796992	0.8972868217054263
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__1__42	0.908	0.926	0.8938223938223938	0.9096267190569746
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__2__42	0.894	0.926	0.8703007518796992	0.8972868217054263
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__2__42	0.908	0.926	0.8938223938223938	0.9096267190569746
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__3__42	0.894	0.926	0.8703007518796992	0.8972868217054263
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__3__42	0.908	0.926	0.8938223938223938	0.9096267190569746
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__0	0.895	0.934	0.8664192949907236	0.8989412897016362
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__0	0.908	0.934	0.8878326996197718	0.9103313840155945
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__1	0.86	0.91	0.8272727272727273	0.8666666666666667
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__1	0.886	0.91	0.8683206106870229	0.888671875
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__2	0.86	0.872	0.8515625	0.8616600790513834
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__2	0.856	0.872	0.8449612403100775	0.858267716535433
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__3	0.891	0.944	0.8535262206148282	0.896486229819563
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__3	0.912	0.944	0.8872180451127819	0.9147286821705426
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_95LOW__HR2P__auto__0__4	0.866	0.926	0.8267857142857142	0.8735849056603773
HIGH_VS_LOOSER__HR2P__auto__0__2	HIGH_VS_LOOSER__HR2P__auto__0__4	0.902	0.926	0.8835877862595419	0.904296875
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.95375	0.926	1.0	0.9615784008307372
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.96	0.92	1.0	0.9583333333333334
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.95375	0.926	1.0	0.9615784008307372
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.96	0.92	1.0	0.9583333333333334
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__0	0.95875	0.934	1.0	0.9658738366080661
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.94375	0.91	1.0	0.9528795811518325
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9416666666666667	0.8833333333333333	1.0	0.9380530973451328
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.9666666666666667	0.9333333333333333	1.0	0.9655172413793104
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9583333333333334	0.9166666666666666	1.0	0.9565217391304348
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.61	0.92	0.5679012345679012	0.7022900763358778
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.61	0.92	0.5679012345679012	0.7022900763358778
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.69125	0.926	0.687964338781575	0.7894288150042625
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.61	0.92	0.5679012345679012	0.7022900763358778
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.69	0.934	0.6847507331378299	0.7901861252115059
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.69	0.91	0.6914893617021277	0.7858376511226253
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5466666666666666	0.8833333333333333	0.5278884462151394	0.6608478802992519
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.6033333333333334	0.9333333333333333	0.5622489959839357	0.7017543859649122
HIGH_VS_LOOSER__HR2P__auto__0__2	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.6083333333333333	0.9166666666666666	0.5670103092783505	0.7006369426751591
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__42	0.98	0.996	0.9651162790697675	0.9803149606299214
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__42	0.682	0.996	0.6117936117936118	0.7579908675799086
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__1__42	0.98	0.996	0.9651162790697675	0.9803149606299214
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__1__42	0.682	0.996	0.6117936117936118	0.7579908675799086
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__2__42	0.98	0.996	0.9651162790697675	0.9803149606299214
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__2__42	0.682	0.996	0.6117936117936118	0.7579908675799086
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__3__42	0.98	0.996	0.9651162790697675	0.9803149606299214
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__3__42	0.682	0.996	0.6117936117936118	0.7579908675799086
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__0	0.986	1.0	0.9727626459143969	0.9861932938856015
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__0	0.674	1.0	0.6053268765133172	0.7541478129713424
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__1	0.984	0.998	0.9708171206225681	0.9842209072978304
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__1	0.678	0.998	0.6085365853658536	0.756060606060606
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__2	0.988	0.996	0.9803149606299213	0.9880952380952381
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__2	0.683	0.996	0.6125461254612546	0.7585681645087586
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__3	0.983	0.998	0.9689320388349515	0.9832512315270935
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__3	0.683	0.998	0.6122699386503068	0.75893536121673
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__4	0.981	1.0	0.9633911368015414	0.9813542688910697
HIGH_VS_95LOW__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__4	0.691	1.0	0.6180469715698393	0.7639419404125287
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.9975	0.996	1.0	0.9979959919839679
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.9966666666666667	0.9933333333333333	1.0	0.9966555183946488
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.9975	0.996	1.0	0.9979959919839679
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.9966666666666667	0.9933333333333333	1.0	0.9966555183946488
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.99875	0.998	1.0	0.998998998998999
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9966666666666667	0.9933333333333333	1.0	0.9966555183946488
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__4	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5416666666666666	0.9933333333333333	0.521891418563923	0.6842709529276693
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5416666666666666	0.9933333333333333	0.521891418563923	0.6842709529276693
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.65625	0.996	0.6459143968871596	0.7836349331235248
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5416666666666666	0.9933333333333333	0.521891418563923	0.6842709529276693
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.66125	1.0	0.648508430609598	0.7867820613690009
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.65875	0.998	0.6472114137483788	0.7852084972462627
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.535	0.9933333333333333	0.5182608695652174	0.681142857142857
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5483333333333333	0.9966666666666667	0.5254833040421792	0.6881472957422325
HIGH_VS_95LOW__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.545	1.0	0.5235602094240838	0.6872852233676976
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__42	0.9	0.93	0.8773584905660378	0.9029126213592233
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__42	0.915	0.93	0.9029126213592233	0.916256157635468
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__1__42	0.9	0.93	0.8773584905660378	0.9029126213592233
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__1__42	0.915	0.93	0.9029126213592233	0.916256157635468
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__2__42	0.9	0.93	0.8773584905660378	0.9029126213592233
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__2__42	0.915	0.93	0.9029126213592233	0.916256157635468
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__3__42	0.9	0.93	0.8773584905660378	0.9029126213592233
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__3__42	0.915	0.93	0.9029126213592233	0.916256157635468
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__0	0.903	0.942	0.8738404452690167	0.9066410009624638
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__0	0.915	0.942	0.8937381404174574	0.9172346640701071
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__1	0.877	0.932	0.8396396396396396	0.8834123222748815
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__1	0.912	0.932	0.8961538461538462	0.9137254901960785
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__2	0.886	0.91	0.8683206106870229	0.888671875
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__2	0.901	0.91	0.8939096267190569	0.9018830525272546
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__3	0.874	0.91	0.8488805970149254	0.8783783783783783
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__3	0.882	0.91	0.8617424242424242	0.8852140077821011
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_95LOW__HR2P__auto__0__4	0.873	0.914	0.844731977818854	0.8780019212295871
HIGH_VS_LOOSER__HR2P__auto__0__3	HIGH_VS_LOOSER__HR2P__auto__0__4	0.914	0.914	0.914	0.914
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.95625	0.93	1.0	0.9637305699481865
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.9616666666666667	0.9233333333333333	1.0	0.9601386481802426
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.95625	0.93	1.0	0.9637305699481865
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.9616666666666667	0.9233333333333333	1.0	0.9601386481802426
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__0	0.96375	0.942	1.0	0.9701338825952626
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.9575	0.932	1.0	0.9648033126293997
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9566666666666667	0.9133333333333333	1.0	0.9547038327526133
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.95	0.9	1.0	0.9473684210526316
HIGH_VS_LOOSER__HR2P__auto__0__3	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.955	0.91	1.0	0.9528795811518325
